"7.007699,17.83535,-68.70262","0.08507605,14.88158,-165.5091","5.359887,17.47629,-72.19967","-3.221892,11.27614,-50.97692","7.568755,18.02389,-45.06647"
"0.4723903,30.44883,-46.74577","-4.575086,25.28672,-153.4673","-0.566374,20.54134,-53.20023","0.6051885,25.41207,-30.02999","2.285417,27.221,-30.33974"
"-1.335019,29.98,-16.51204","0.9456308,23.29589,-125.8006","4.359904,21.18654,-24.90897","1.185666,26.78424,-1.248753","-4.937295,19.48067,-1.503071"
"-5.54975,29.94616,13.97997","-1.689171,27.73027,-97.26041","5.827316,23.487,4.330284","2.744862,27.03364,29.11906","-7.856239,23.28165,26.84035"
"0.3554421,22.61518,42.13364","5.922659,22.29112,-68.44334","-2.615572,18.73955,33.47249","6.36146,24.03343,59.35969","-0.9197811,28.69053,53.51896"
"-1.785244,25.97851,70.34202","7.051196,23.38554,-38.78309","-2.647025,21.60706,60.6119","2.367036,19.67836,89.31957","7.89849,19.99885,79.2061"
"-5.846662,22.17454,98.54153","-2.504732,17.85617,-11.33562","2.578937,28.50669,88.24813","0.5245939,28.49314,117.4372","-2.898113,27.66853,106.5668"
"-4.98737,17.01192,128.1992","-1.796792,27.57187,17.83473","1.303178,26.50433,118.4809","-3.110354,31.94689,146.1232","4.530218,19.60763,135.3248"
"0.1366266,25.10795,156.791","-2.926536,25.27756,48.34079","5.38483,26.08236,148.8696","-5.771859,22.96613,175.0461","-7.121253,25.04785,163.5175"
"4.619321,26.4267,184.3691","4.800453,18.91688,77.09241","4.627373,21.14598,178.943","-1.342231,19.39399,203.9406","5.184322,19.31359,190.374"
"3.253657,18.33548,213.3611","6.663548,26.22364,107.0212","0.2865032,24.17217,207.7032","3.250799,23.54085,234.0152","1.28476,27.53905,218.3306"
"1.034745,19.98874,243.4666","2.982732,33.82384,136.5417","-0.9855033,33.66255,235.7571","0.7928075,22.46618,264.2923","-0.9429573,30.27167,248.4105"
"4.565527,27.24193,273.2781","7.42152,28.93652,166.5787","-5.927987,27.02719,265.1841","0.09104639,26.94341,292.8465","1.250555,28.88209,279.1214"
"2.760857,28.42876,302.0266","8.883311,30.92473,197.0868","-3.894758,18.2209,293.5983","1.975842,33.45772,321.6075","-1.422979,19.77218,308.1175"
"-4.268908,20.45674,330.3269","-3.681428,26.5266,224.9118","2.9654,22.66386,323.2982","-2.248086,32.64024,351.8207","6.606608,16.87984,336.7246"
"-3.654237,18.27928,361.1005","-8.941323,24.94335,255.2048","2.538326,24.44002,353.8981","-3.030722,33.04406,381.2819","0.962115,20.8219,364.7393"
"-0.7668205,16.94001,391.7962","-0.2209617,17.93786,284.1024","-1.18106,22.83078,383.1017","2.513625,29.13703,411.0871","-6.89775,26.48316,393.8147"
"-0.08830614,20.05177,421.4944","-6.724775,17.75827,314.3214","2.345631,34.85373,410.9548","3.213219,28.45449,441.4854","1.214909,30.64126,421.3863"
"-2.251411,28.98203,450.2191","0.7542349,23.62296,343.6869","0.3001537,31.91916,441.4312","6.022442,32.141,471.9497","7.310292,29.64328,449.5735"
