"0.4293347,14.96174,-75.56516","2.743597,16.55334,-68.38992","3.52023,16.74907,-38.82996","3.52023,16.74907,-45.34164","3.52023,16.74907,-54.43129"
"6.042142,16.98091,-52.68385","-3.680313,32.52443,-57.17007","-0.1057869,31.39818,-16.34845","-0.1057869,31.39818,-22.86013","-0.1057869,31.39818,-31.94979"
"-1.824709,24.0193,-26.13486","-2.909123,25.17387,-27.7892","5.116191,28.79163,12.50875","5.116191,28.79163,5.997066","5.116191,28.79163,-3.09259"
"0.3513542,28.13325,0.7173996","-6.174792,18.14254,0.8007278","-0.3378863,24.75062,41.45378","-0.3378863,24.75062,34.9421","-0.3378863,24.75062,25.85245"
"2.388765,26.5596,29.50177","-0.7438568,19.45151,30.74693","-7.577625,20.08788,70.93877","-7.577625,20.08788,64.42708","-7.577625,20.08788,55.33743"
"-1.827084,21.17121,59.15824","7.659146,17.23895,59.94266","-0.7661669,17.98925,99.53453","-0.7661669,17.98925,93.02287","-0.7661669,17.98925,83.93321"
"-2.230318,17.42609,89.52137","5.072676,22.93381,88.91971","-0.2376803,26.21284,126.6273","-0.2376803,26.21284,120.1156","-0.2376803,26.21284,111.026"
"-4.65285,19.56778,120.1942","-6.472922,33.22245,113.8385","-5.731482,31.63837,154.7724","-5.731482,31.63837,148.2607","-5.731482,31.63837,139.1711"
"-2.448154,25.09622,149.954","3.040522,17.39939,138.74","-0.7619044,23.73303,182.8998","-0.7619044,23.73303,176.3881","-0.7619044,23.73303,167.2985"
"2.635401,23.51345,179.119","9.142543,25.26406,167.0359","4.291964,17.71076,208.6452","4.291964,17.71076,202.1336","4.291964,17.71076,193.0439"
"-1.371096,17.65807,208.0118","5.56635,31.88548,196.6757","-6.595585,24.07954,234.708","-6.595585,24.07954,228.1964","-6.595585,24.07954,219.1067"
"-4.305882,22.37177,235.6738","-2.663582,20.37595,222.7752","8.855613,29.66682,260.9803","8.855613,29.66682,254.4686","8.855613,29.66682,245.3789"
"1.052089,27.7846,263.0646","-2.739596,22.59424,250.2464","7.663694,22.46798,291.0079","7.663694,22.46798,284.4962","7.663694,22.46798,275.4066"
"-2.809186,20.96413,291.6102","0.09019831,20.22569,278.7408","-5.119188,31.64154,317.7024","-5.119188,31.64154,311.1907","-5.119188,31.64154,302.101"
"-9.004529,26.76913,321.1133","-4.405013,20.59249,306.9157","-2.966318,20.38432,344.4174","-2.966318,20.38432,337.9057","-2.966318,20.38432,328.816"
"-8.136864,28.5415,351.6598","-6.829224,21.28573,335.0511","-4.782335,26.0672,372.558","-4.782335,26.0672,366.0463","-4.782335,26.0672,356.9566"
"-0.5503398,31.47782,381.4185","1.20538,19.33523,363.1846","-0.9187303,22.62137,400.6707","-0.9187303,22.62137,394.159","-0.9187303,22.62137,385.0693"
"5.115187,29.2975,411.043","5.19671,26.68235,391.0971","5.555521,18.83797,430.2751","5.555521,18.83797,423.7634","5.555521,18.83797,414.6738"
"1.992874,23.72969,440.5511","0.4992643,27.93348,419.4712","1.392862,25.9407,458.6731","1.392862,25.9407,452.1614","1.392862,25.9407,443.0718"
"6.980848,22.64951,470.7151","6.275113,22.85051,447.0952","-2.135291,24.95097,486.6779","-2.135291,24.95097,480.1662","-2.135291,24.95097,471.0765"
"4.708903,20.44405,500.5659","-8.016637,25.61539,473.9266","-2.20791,18.73,516.4906","-2.20791,18.73,509.9789","-2.20791,18.73,500.8892"
"3.576607,27.1844,529.7192","-5.972326,25.29573,504.6016","3.312146,19.42002,545.9177","3.312146,19.42002,539.4059","3.312146,19.42002,530.3163"
"-4.152388,20.15525,557.8348","1.344808,16.09965,533.0215","3.728554,25.45485,573.2843","3.728554,25.45485,566.7726","3.728554,25.45485,557.6829"
"3.792545,18.85,586.9648","7.282554,15.96856,563.1347","-2.077969,31.87247,600.4034","-2.077969,31.87247,593.8917","-2.077969,31.87247,584.802"
"-8.138068,21.60202,615.1761","-0.6820579,21.99823,592.3834","4.080223,28.98713,629.9076","4.080223,28.98713,623.3959","4.080223,28.98713,614.3062"
"-7.187779,28.94577,645.0805","-4.304718,19.29607,622.7142","3.601263,24.73584,659.7983","3.601263,24.73584,653.2866","3.601263,24.73584,644.1969"
"6.62137,30.29042,672.7956","0.854772,27.13955,652.179","8.025476,23.9928,689.8411","8.025476,23.9928,683.3293","8.025476,23.9928,674.2397"
"-4.332006,24.96704,700.5437","-7.949658,23.79181,681.6544","6.854403,20.27625,718.3633","6.854403,20.27625,711.8516","6.854403,20.27625,702.762"
"-7.38885,27.35152,730.8364","-9.550396,23.70921,712.3878","-2.025209,30.70868,745.8327","-2.025209,30.70868,739.321","-2.025209,30.70868,730.2313"
"-2.02681,30.92072,760.9305","-1.288361,16.10153,741.2679","-4.732539,29.95463,775.5388","-4.732539,29.95463,769.0271","-4.732539,29.95463,759.9374"
"5.933748,22.26513,789.0248","-6.129445,20.71589,771.4741","5.789746,17.82638,801.5385","5.789746,17.82638,795.0268","5.789746,17.82638,785.9371"
"-1.416752,20.35822,817.8929","1.360859,17.22524,801.1595","6.56312,31.32325,829.4243","6.56312,31.32325,822.9126","6.56312,31.32325,813.8229"
"-5.852198,21.90491,848.1995","-7.454372,25.18533,829.7117","-5.094639,29.90634,857.4839","-5.094639,29.90634,850.9722","-5.094639,29.90634,841.8825"
"-7.39229,25.95099,878.7932","-2.24058,24.23583,859.6622","0.8129824,23.35115,886.0676","0.8129824,23.35115,879.5558","0.8129824,23.35115,870.4662"
"-8.726128,21.41521,908.9329","8.100591,31.03348,887.945","1.212863,21.18875,916.6362","1.212863,21.18875,910.1245","1.212863,21.18875,901.0348"
"-0.04746877,25.76972,937.5276","3.394845,22.7686,915.9858","7.187872,29.9328,945.3146","7.187872,29.9328,938.8029","7.187872,29.9328,929.7133"
"5.837175,21.4784,966.7026","-0.3352361,16.26143,945.8479","3.374904,33.78723,975.0154","3.374904,33.78723,968.5037","3.374904,33.78723,959.4141"
"-2.416022,29.20192,993.1777","-5.13142,25.79027,974.0956","-0.7971182,32.3954,1005.468","-0.7971182,32.3954,998.9564","-0.7971182,32.3954,989.8667"
"-3.062274,32.64106,1020.547","-6.833004,22.6568,1002.905","-0.753583,27.11189,1035.777","-0.753583,27.11189,1029.266","-0.753583,27.11189,1020.176"
"3.785794,24.66051,1049.31","3.221805,18.63735,1030.81","3.899529,30.22569,1065.914","3.899529,30.22569,1059.402","3.899529,30.22569,1050.312"
