"5.390262,17.31016,-140.1695","9.4478,18.03843,-39.42129","-1.956612,12.88874,-41.28974","8.777625,18.16279,-47.99397","1.403129,15.77228,-63.03149"
"6.834481,29.47428,-112.5994","-4.122985,24.28657,-16.27978","0.7529222,23.97785,-21.31407","4.256047,26.09307,-34.27407","-6.744199,25.06671,-48.78012"
"-5.317177,31.11493,-84.75458","-7.059137,25.6209,13.39631","-1.658957,30.19802,7.018192","-2.788515,23.58456,-7.899975","-0.2283759,19.30892,-20.39138"
"3.150377,21.77806,-58.86496","-1.091735,18.41034,42.29094","-5.920012,26.31485,35.8268","-4.932013,32.22572,17.79366","7.337993,23.31899,6.825939"
"5.84154,24.00777,-30.47295","5.801126,15.31306,72.01015","0.4861453,22.76793,64.63784","9.612894,19.92695,42.09529","1.077118,29.93837,33.60619"
"0.1277643,26.22399,-0.7062531","1.888721,19.75089,101.5448","0.4169418,22.72935,93.42114","7.122828,23.96212,72.60945","-8.933282,17.31274,58.39875"
"-3.205954,30.75517,29.25169","-3.323194,19.47901,131.5471","-6.060675,27.65582,121.9628","-7.031568,21.70522,100.0893","-2.503908,32.30906,84.75397"
"3.110158,29.36828,58.11478","-0.6985587,24.30493,161.2574","-5.812451,29.07897,150.0276","-5.055077,30.42989,129.2362","4.209036,32.38776,114.4025"
"8.707384,24.71648,87.85754","-4.973353,24.63683,190.6677","-0.8100736,22.88629,177.4443","-2.068402,26.59589,159.3146","-1.169865,20.31773,141.8213"
"8.186047,23.85788,118.6075","-9.169558,23.53478,221.0344","6.870613,29.35614,205.8812","-1.660631,20.56964,189.5966","5.893079,21.72965,170.4097"
"3.611829,27.63321,148.837","-4.058558,18.51426,250.4451","4.201588,28.54633,236.2709","-3.287519,23.43283,220.2937","-2.923928,20.00204,197.9101"
"4.649766,28.28091,178.9778","-4.447031,19.09155,280.2411","-0.4970508,33.08158,266.0938","-1.294575,32.58665,249.7479","0.03403418,23.59526,225.3589"
"5.542105,23.61483,209.2891","-1.179529,18.39522,310.0451","-0.6549864,31.8796,296.1171","-6.111441,24.87311,278.6506","-1.029972,29.90836,253.6378"
"-1.714825,22.07292,238.8499","-4.405989,22.58015,339.0123","-5.788861,23.03661,323.8318","4.381523,23.60591,306.9757","-5.91219,27.00027,282.4437"
"-3.608115,20.78263,268.8402","-4.351261,24.94528,368.3991","5.420433,19.92119,351.662","4.821988,17.1004,336.474","-0.215611,22.72156,311.2618"
"-3.685919,19.84713,299.6242","4.530225,28.77791,397.3381","6.17091,31.00543,380.3092","-2.935905,25.54066,364.1913","1.089051,22.89421,340.0406"
"1.639441,22.53708,329.4333","5.741705,26.57246,425.4938","-7.31702,31.35553,408.2096","-2.232093,30.94058,393.5283","-5.979287,26.95875,368.5862"
"-2.912534,22.86654,358.2603","0.6256618,18.37628,454.6055","5.049498,20.01231,433.7646","-5.208375,30.45546,423.845","-5.961556,29.96189,396.7419"
"-1.820352,22.99378,387.1281","-3.36438,21.70296,483.5947","5.477513,25.2291,462.7779","-0.5245335,24.25285,452.8014","-1.443525,22.35612,424.123"
